diabetes_number
2823
5416
3698
7913
12987
67258
2438
216
53389
492
25818
914
178
21166
1022
80
1963
60774
33878
4348
3171
1479
405
10298
959
1793
12684
13065
4045
453
86
10254
61478
5000
5992
38634
9719
4152
1043
643
1217
295
1309
889
39594
25111
204266
163990
13020
317
98
6934
1423
40608
1360
21235
2157
20949
4348
4671
1722
735
36143
1997
3908
10017
20316
117345
6169
3561
14667
1302
2779
355
83461
6031
12592
11144
7847
8681
4882
1498
1231
13182
1529
3369
3062
32077
2318
8941
25783
11281
12751
2801
943
38175
535
1777
9597
575
2271
10328
18099
15416
1811
1198
10383
1985
2911
88469
7341
3536
5948
25
12569
1051
256
413
4577
143158
1473
10983
276
552
5438
1890
1706
2032
2528
4797
1246
238
5394
4012
1718
11034
880
9424
7281
11098
1042
909
6719
8799
3575
5246
13075
2367
1675
3203
1598
4812
1620
81
1347
955
2344
9312
1128
3071
547
1063
10399
5573
2594
757
2450
22833
771
1884
911
1748
45784
2603
1778
1770
3203
2314
35011
251137
10224
47754
1180
769
1437
3962
1521
191
9946
257
564
16528
3684
7219
22014
739
11288
86
5387
4854
3372
5853
8426
3375
595
2681
63668
2460
10817
3766
634
484
2475
3229
4454
1946
3656
6315
1666
28790
4742
415
3167
1001
15490
793
1229
2035
11033
5404
2361
1625
8165
2154
106
21025
4652
5538
6833
3615
5522
191
39303
4812
192
42445
6425
1971
2120
5203
5465
302
1212
393
196
680
10963
9214
4752
4457
636
342
560
2943
1995
3003
4157
4170
3586
4505
2465
3379
1136
4114
12717
1198
46978
1317
1159
3453
3640
3838
719
242663
5151
5265
438
7703
1323
3108
49031
6591
6951
1687
81047
2987
4445
4898
11402
5002
1065
16007
2097
1310
3186
1038
2274
55932
1798
20862
14753
3675
16597
1183
2068
3651
15255
4483
10189
515
30933
570
7209
1370
3930
14871
8714
4763
598
2924
3558
3607
11177
6126
594
5999
857
1772
7079
1663
18745
1513
7109
13741
1352
7364
227
732
3156
365
7933
2221
2279
831
1369
3570
2652
2765
5889
3695
9621
320
1034
88
6211
6179
2573
6766
40673
1424
2068
905
22914
1457
994
1668
6735
4543
907
1691
1834
2570
621
8914
3325
4633
226524
3987
128
5876
335
6237
29970
43
3148
4634
3709
6890
938
256
1268
1875
3224
2394
405
5497
5117
27287
8127
3921
5985
1026
1652
1739
11000
728
2511
1318
1141
13369
9793
1891
807
1776
11180
3133
7288
1739
5383
2527
2669
429
1143
5021
624
2125
1002
511
860
3391
7560
22315
3235
547
2081
26177
2450
163
4371
7922
2798
8324
2548
36979
8182
2733
2494
11432
4775
576
760
4983
27416
704
5198
1500
15727
1880
36949
1474
14759
1011
727
3454
908
360
445
2655
6244
64
3107
1525
3520
330
706
1026
18736
1071
129
650
1576
2104
11447
766
2154
306
12516
20863
1961
5079
537
307
2782
21283
380
5193
15659
1154
3124
18737
151
814
2391
2860
810
1393
5864
1071
17847
3307
319
1612
14885
1394
563
2002
3028
19682
2943
7964
230
3692
979
13132
5674
8492
1662
6030
2652
1765
4118
16716
439
2639
97
1678
4132
78841
8720
312317
4317
163
1974
1445
17220
2253
15100
553
2185
2959
90
3780
3742
3613
830
6942
739
1245
480
7028
1011
2238
1238
1530
297
72956
6964
2016
9333
1127
2190
12599
4113
203181
9244
1470
39033
7922
1403
602
4103
8411
5164
24525
6566
80943
2516
1530
71630
1831
2101
30179
1594
10939
322
2562
330
1633
478
48296
5006
20680
2579
6629
17334
489
11961
3683
2032
130681
1730
4189
3812
7244
16070
69
71
4195
3196
2060
1931
215
6402
185
8931
3771
1770
2459
2708
202
5648
1356
3173
4500
2194
365
1560
212
23425
2433
3133
284
15533
3835
321
121
289
718
4400
751
3330
457
321
6548
3181
3303
8305
1220
49037
130
849
299
37119
1169
1607
492
1985
2122
3276
4444
7678
5913
2169
14996
3133
35795
59570
28279
6160
6128
1104
1914
166
219
1034
5855
83072
2458
2421
241
7663
3814
22006
13553
1789
5299
62779
1804
2712
13700
12475
7052
7818
2725
437
6014
7805
278
2055
7585
3492
4882
1732
585
1691
3199
1100
708
28675
5362
511
484
12996
2989
628
6678
2987
486
7728
1743
2949
561
699
809
538
66030
4863
1228
4664
151431
24950
979
3258
2621
46827
5554
2070
936
1471
5847
3317
4176
6988
16605
679
529
3815
13586
533
79326
79216
6375
1443
4937
1074
3857
1022
3012
1462
9369
2160
3764
250520
10277
7776
1531
2382
7720
66
1115
189
63
1012
846
117
157
226
3349
2257
3764
4150
54137
562
1557
1450
15679
1039
3949
455
2951
24528
928
1843
3258
100
1058
409
188
19838
7787
3043
209
1028
78504
2270
7264
1296
6536
11440
2732
5099
24850
11412
3235
4014
2041
14653
2945
2056
4273
917
3245
1950
903
3491
7831
1745
1394
80604
374
1849
9590
1673
1505
2013
1743
8145
1755
1080
3503
1313
686
1481
63795
513
3107
341
737
5770
7639
1267
2547
1148
18187
1412
1780
1073
4041
566
1752
606
2211
8456
2743
4363
1525
2078
2521
725
1112
29825
3230
2409
2753
1206
1551
262
7087
5565
2790
7506
2051
5425
2902
2274
3601
19166
908
195
3868
3001
1855
5126
2301
7217
1722
1279
7729
30940
787
924
1554
23890
31365
963
8949
606
1465
4143
2160
2687
25187
3536
1854
2334
6011
430
1686
1448
2963
640
572
4738
14108
223
971
1658
2773
1952
352
342
2016
1979
2491
2059
1999
696
494
4578
1065
829
409
67
656
1125
80680
263
31375
576
5281
1031
1555
7845
2217
6052
1725
335
7412
100541
6138
634
3247
2426
4359
3247
846
1330
3402
14832
1476
12980
18986
3289
4037
9005
19002
1823
16865
10740
294
4950
8669
2232
6516
9473
3964
1232
14146
1989
593
7195
1139
2311
2940
2926
1855
3705
21705
1515
4911
5611
15343
446
43370
2419
983
1600
830
968
762
25005
1116
5377
2445
3632
1194
49477
788
673
124
2647
2790
5176
1454
2883
404
40637
24796
613
2728
123474
930
1639
1500
11
307
738
14148
362
1003
719
4427
1025
3461
2246
16897
3331
1589
623
11066
49
3819
5704
443
2084
8097
1101
42717
26300
2830
13876
6350
1098
230414
2119
401
3442
11159
11889
161
1013
975
201079
1644
12015
11647
4260
3870
694
13685
196
1806
75717
32577
2905
3592
40347
3641
1863
124
34603
26700
39382
8779
11501
6012
2364
690
5154
6737
3687
5861
870
22562
1654
10875
95006
77645
3312
73592
124634
5499
2506
2382
791
5596
4440
7583
2627
4820
2184
4816
1432
6168
1247
2143
17368
650
887
140
3736
7977
10773
4289
1198
19770
1157
4233
9865
3343
6683
1728
62696
1745
1981
2894
951
238
10149
6751
750
5666
14113
12618
1209
30238
1167
2379
4056
2950
668
13814
520
1983
1870
1062
4466
2966
2467
2099
2985
2946
1193
3834
2834
2121
61120
27792
2706
2213
3932
97570
3560
1727
2560
2658
14124
11168
2748
3439
1973
1864
351
2845
2058
2338
419
3530
10302
1389
4969
1563
1697
1618
547
4949
1543
321467
770
3560
10013
23017
31351
956
712
24367
9906
13788
4667
1783
5699
3076
30636
875
1505
1013
11383
478
478
589
12594
8892
3095
8426
18248
1420
13560
1702
1575
5626
12068
2624
206
166
1909
4720
1670
2372
1467
1325
3944
2935
6572
6121
1207
474
88052
805
2191
599
460821
3769
5430
2675
37343
1552
4435
407
17658
3799
5925
840
10772
674
4783
82
4352
539
1468
628
1694
8363
3630
114
2882
65
339
1572
3571
74010
1120
3505
974
4480
863
182534
201
4944
6928
16217
2517
2318
684
1867
3937
8158
457
2322
2272
257
3293
1188
9737
9607
3148
701
22842
3532
409
80
1647
2330
2009
10257
1994
1468
1733
4323
19768
824
3242
5459
4201
1492
6742
5185
5103
2905
22417
15048
3095
12335
848
171
17570
4917
3264
3131
1220
5750
828
129
1187
36610
3975
1095
821
3806
3320
2866
2687
3581
3093
2848
91707
1478
10855
7459
3171
6303
1039
1084
2465
1418
42410
7150
3686
3912
164
2096
7354
464
3263
4414
72
3539
4050
2401
1607
1549
7873
2841
225
1178
629
2879
311
3177
7478
2648
1337
75829
3295
6496
6088
19664
10789
823
229
23351
9818
843
3144
1877
3361
3858
1981
1629
875
3626
7676
1413
921
522
1912
200
20405
990
2064
1315
3606
40266
78586
5519
3595
850
393
2028
534
18842
1188
915
1628
3197
1381
3715
1603
1827
4353
279
3132
889
1707
897
490
4418
2408
22389
740
8479
10618
3014
1174
1059
669
7284
304
4050
1556
2270
2306
2574
32314
165
11444
3460
3074
5197
2121
1020
5138
2282
538
34059
8620
1320
3748
2127
51514
348
5577
404
1253
908
888
808
609
7999
137266
767
2142
3859
680
5115
3690
38121
4796
9917
7102
8894
1656
7625
1211
16846
1069
11773
293
7515
913
2990
20854
1375
277
19671
5318
699
14614
3095
239
61275
692
35798
2843
22826
537
3396
4724
427
1454
354
4606
1585
618
3445
184024
77384
16631
1590
4413
3400
3283
1870
26509
3219
9939
4846
14498
6485
2734
5576
8907
134
911
105891
2035
5554
30404
48127
1884
29564
450
514
950
11175
6810
4838
1529
725
4201
17749
3089
1493
3618
1961
1776
7964
15574
1545
405
1317
788
1308
3642
4159
174126
1136
2533
3586
10661
1721
8372
1807
20795
8739
58053
21750
652
6505
1573
162
2385
1221
2121
843
85769
1939
2602
671
1409
1546
3194
9616
2511
223
583
1302
1651
3668
654
15832
7741
30901
373
5656
9447
4266
155
19382
1766
332
937
964
4003
5513
1017
1590
547
2205
907
2529
2463
595
6142
608
40587
2947
29643
6688
1395
418
6089
1954
3023
683
577
58354
5630
2510
706
37
3259
245
1640
36735
285
448
5119
1984
1494
2680
3483
4984
10294
12221
5308
7532
3933
2880
9805
1934
4903
696
13538
3508
11540
5672
15218
6525
10471
5440
3821
16993
8403
3433
2479
3693
5818
485
1752
7738
1496
31720
14265
1732
2990
1353
2786
10465
1612
3100
70
1240
2415
1644
220
17132
755
687
182
2184
1350
354
2410
1719
3881
19071
5451
8370
19490
3270
704
60296
2676
1616
1096
2173
15898
1502
902
236
2422
17331
1319
2362
353
1834
651
5348
2439
483
413
1483
2564
1514
1700
8198
2666
455
6289
2687
7891
1120
3539
1359
2775
12988
3473
7489
1718
21808
7597
182
1467
22002
5856
2209
6811
796
11651
4476
9188
4021
6996
16030
3681
1911
744
368
1756
1220
4511
2845
53095
5326
171
3096
1533
4115
19810
914
2025
705
5334
22537
381
38342
436
5416
1339
1540
2417
3353
4098
4706
3091
577
1008
5419
1029
559
653
2006
726
3294
54466
14475
13153
10829
3857
2466
4584
2594
20588
1515
43242
486
1858
4030
1106
3709
2224
942
7275
3637
1325
543
2430
699
2923
10829
945
1319
1468
5951
21297
7566
5350
1600
1571
679
1250
787
3723
67471
1252
3703
181
10957
3264
6154
10300
281
1501
4299
9428
230
38131
7131
3867
22006
1305
9794
2743
3774
562
642
84078
3596
1213
4343
4837
3899
215186
7929
187
4417
1054
121260
2162
25867
193
1609
4787
2390
43261
7433
847
4135
177
9091
1219
9879
323
1618
8696
2209
2230
1452
1615
1502
3167
1057
645
1083
5732
4601
3032
631
8680
1853
3390
1717
2695
1667
4305
260
2594
18916
1467
936
3244
1341
548
7099
7674
1511
2740
1009
