0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,STATE_NAME,STATE_FIPS,county_pop2018_18_and_older,anycondition_prevalence,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
21730.0,23717.75,24401.25,22477.25,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,17011.0,1553.0,2484.75,157.0,4131.0,181812.5,0.0,4743.0,1.5,0.0,0.0,15267.5,40030.75,38646.25,29086.75,24997.75,16.1,53795.0,51486.0,56104.0,85069.0,81603.0,3427.25,5.7,53795.0,82.7,284.4,240.5,99.6,87.2,7.0,94.76847011599997,50.843648185499994,3.4371617547500004,101.01981802750001,83.312385686,282.12788014,36.0,180568.25,42689.25,13.0,17.0,141540.25,42.7,32.9,49477.5,7.8,11531.0,8.6,12551.0,11.9,17662.25,3.3,4699.25,3.0
1177.0,1243.0,1004.0,955.0,1121.0,1202.0,1027.0,719.0,310.0,8464.0,135.0,31.0,28.0,1.0,99.0,8758.0,0.0,90.0,0.0,0.0,0.0,875.0,2480.0,1809.0,636.0,1038.0,12.0,56769.0,51081.0,62457.0,4089.0,3919.0,170.0,4.2,56769.0,113.1,230.9,214.6,77.3,72.9,8.3,5.750595403,1.932545013,0.205798404,3.87096998,3.72397112,12.65366187,0.0,8700.0,1996.0,17.0,21.0,6520.0,51.0,38.7,2523.0,9.8,640.0,11.9,775.0,14.0,914.0,3.3,217.0,4.0
269.0,260.0,145.0,218.0,185.0,274.0,336.0,176.0,89.0,1854.0,8.0,54.0,5.0,1.0,30.0,1952.0,15.0,2.0,0.0,0.0,0.0,135.0,415.0,516.0,245.0,198.0,10.2,68243.0,60694.0,75792.0,873.0,837.0,36.0,4.1,68243.0,104.6,237.6,217.1,87.0,79.6,10.5,1.173649512,0.582972515,0.100158273,0.901424461,1.507510423,2.319049254,0.0,1822.0,608.0,34.0,38.0,1461.0,48.6,36.9,539.0,8.9,130.0,7.6,111.0,12.2,178.0,3.3,48.0,4.0
19474.0,20336.0,21530.0,21389.0,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,13771.0,301.0,2044.0,59.0,4131.0,180454.0,0.0,3338.0,0.1,0.0,0.0,15267.5,40030.75,34460.0,29086.75,24997.75,17.1,41926.0,39988.0,43864.0,82263.0,78000.0,3427.25,5.2,41926.0,95.2,263.4,231.6,100.1,89.4,10.5,94.1326037,50.843648185499994,3.4371617547500004,97.53017113,83.312385686,280.0994566,36.0,180568.25,42689.25,48.0,54.0,141540.25,52.2,37.4,49477.5,10.5,11531.0,12.1,12551.0,14.7,17662.25,3.6,4699.25,4.0
1486.0,1569.0,1242.0,1251.0,1260.0,1725.0,1699.0,1024.0,708.0,11710.0,103.0,18.0,42.0,2.0,89.0,11964.0,0.0,95.0,0.2,0.0,0.0,645.0,3627.0,2650.0,1412.0,1019.0,8.6,64190.0,58883.0,69497.0,6407.0,6234.0,173.0,2.7,64190.0,106.9,218.2,193.1,84.8,77.9,6.9,7.285726099,3.23346741,0.447302643,4.844515065,8.191703486,15.49259239,0.0,12140.0,3281.0,15.0,19.0,9149.0,42.4,35.0,3202.0,8.0,734.0,7.5,685.0,11.2,1022.0,3.1,287.0,6.0
89.0,108.0,67.0,84.0,72.0,117.0,152.0,85.0,52.0,769.0,7.0,14.0,5.0,0.0,31.0,826.0,6.0,89.0,0.0,0.0,0.0,30.0,229.0,165.0,148.0,150.0,18.9,38782.0,34598.0,42966.0,369.0,352.0,17.0,4.6,38782.0,70.2,247.1,236.2,91.5,88.0,9.8,0.391887452,0.304023797,0.04354305,0.267478737,0.456424473,0.895742748,0.0,747.0,281.0,26.0,30.0,651.0,41.9,31.5,205.0,9.1,59.0,7.9,52.0,12.3,80.0,3.6,23.0,4.0
2114.0,2266.0,2440.0,2421.0,2298.0,2625.0,2570.0,1455.0,913.0,18188.0,542.0,69.0,95.0,7.0,201.0,19102.0,114.0,1514.0,0.0,4.9,4.9,1434.0,6388.0,3732.0,2028.0,2167.0,12.4,52332.0,47744.0,56920.0,9323.0,8979.0,344.0,3.7,52332.0,93.9,230.8,212.0,80.3,74.4,6.5,9.856606172,2.412056825,0.376794676,7.510202965,9.485520507,24.85132156,4.0,19229.0,4691.0,14.0,18.0,15089.0,46.3,34.7,5236.0,8.6,1293.0,10.4,1575.0,13.0,1963.0,3.2,486.0,6.0
21730.0,23717.75,24401.25,22477.25,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,17011.0,1852.0,2484.75,197.0,4131.0,181812.5,15.0,6384.75,1.2,0.0,0.0,15267.5,40030.75,38646.25,29086.75,24997.75,16.5,51372.0,49762.0,52982.0,85069.0,81603.0,3427.25,4.5,51372.0,108.4,244.8,213.8,91.1,82.1,7.7,94.76847011599997,50.843648185499994,3.4371617547500004,101.01981802750001,83.312385686,282.12788014,36.0,180568.25,42689.25,31.0,35.0,141540.25,37.5,27.3,49477.5,6.2,11531.0,6.0,12551.0,11.4,17662.25,3.2,4699.25,3.0
21730.0,23717.75,24401.25,22477.25,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,8173.0,1852.0,2484.75,197.0,4131.0,181812.5,1057.5,6384.75,0.8,4.3,5.1,15267.5,40030.75,38646.25,29086.75,24997.75,7.0,85550.0,82944.0,88156.0,85069.0,81603.0,3427.25,3.0,85550.0,118.9,285.7,262.5,95.4,88.9,7.8,94.76847011599997,50.843648185499994,3.4371617547500004,101.01981802750001,83.312385686,282.12788014,36.0,180568.25,42689.25,5.0,8.0,141540.25,29.9,22.3,49477.5,5.1,11531.0,5.1,12551.0,7.3,17662.25,2.5,4699.25,2.0
5585.0,5999.0,5666.0,5255.0,4756.0,4875.0,4257.0,2782.0,1396.0,26715.0,12422.0,190.0,664.0,25.0,555.0,40571.0,133.0,1554.0,0.1,0.0,0.0,4705.0,8886.0,7942.0,4257.0,7636.0,19.6,45680.0,41914.0,49446.0,19337.0,18561.0,776.0,4.0,45680.0,77.9,228.7,202.9,79.1,71.9,7.0,18.57025802,12.83141193,0.559228954,19.1989085,13.15537905,49.32013698,20.0,40531.0,8091.0,10.0,13.0,30551.0,48.8,36.8,11243.0,8.0,2457.0,9.4,2860.0,14.2,4348.0,3.6,1092.0,5.0
3826.0,3957.0,3295.0,3331.0,3147.0,3314.0,3008.0,1980.0,1029.0,18841.0,7134.0,225.0,225.0,37.0,425.0,26887.0,0.0,326.0,0.0,0.0,0.0,3362.0,6784.0,4696.0,2790.0,6615.0,24.9,37148.0,33818.0,40478.0,11945.0,11251.0,694.0,5.8,37148.0,63.4,228.7,202.9,79.1,71.9,7.0,12.30678385,8.50356591,0.370609275,12.72339979,8.718263697,32.6851821,8.0,27160.0,5815.0,10.0,13.0,19774.0,49.4,36.2,7158.0,9.1,1790.0,10.7,2122.0,16.0,3171.0,3.9,781.0,5.0
1920.0,1863.0,1609.0,1389.0,1370.0,1634.0,1659.0,1033.0,556.0,10247.0,2173.0,125.0,125.0,22.0,341.0,13033.0,159.0,65.0,2.5,6.0,8.5,1290.0,2981.0,2524.0,1550.0,2431.0,18.8,43714.0,39025.0,48403.0,4990.0,4745.0,245.0,4.9,43714.0,72.1,224.8,199.9,72.9,66.5,6.2,4.495414842,2.653202921,0.237485047,4.931333857,4.364639137,15.39248205,0.0,12670.0,3038.0,43.0,48.0,9570.0,52.1,38.9,3723.0,9.4,903.0,9.2,880.0,15.5,1479.0,3.8,366.0,6.0
553.0,498.0,407.0,403.0,360.0,451.0,463.0,308.0,210.0,3266.0,225.0,50.0,11.0,2.0,99.0,3653.0,0.0,99.0,1.1,0.0,0.0,464.0,771.0,675.0,467.0,723.0,20.4,39726.0,35423.0,44029.0,1466.0,1413.0,53.0,3.6,39726.0,65.5,224.8,199.9,72.9,66.5,6.2,1.260013076,0.743662263,0.066564327,1.382196162,1.22335815,4.314335681,0.0,3753.0,948.0,43.0,48.0,2688.0,47.1,35.4,952.0,9.7,260.0,9.1,245.0,15.1,405.0,3.9,104.0,6.0
10172.0,11310.0,15409.0,11251.0,10663.0,11044.0,11359.0,7716.0,4300.0,85022.0,4581.0,204.0,1234.0,25.0,2158.0,93224.0,0.0,3934.0,0.1,0.0,0.0,7599.0,21011.0,18606.0,16322.0,17242.0,19.3,39790.0,36807.0,42773.0,41287.0,39332.0,1955.0,4.7,39790.0,90.4,263.4,231.6,100.1,89.4,10.5,48.62966655,34.48473169,2.890935591,50.38487744,64.06519765,144.7016511,36.0,96100.0,22787.0,48.0,54.0,74829.0,54.0,38.0,28435.0,9.8,7342.0,12.0,8960.0,13.8,10298.0,3.4,2530.0,3.0
854.0,1142.0,1377.0,1146.0,1321.0,1022.0,911.0,615.0,344.0,7325.0,1179.0,71.0,26.0,10.0,121.0,8732.0,109.0,1481.0,3.9000000000000004,2.5,14.3,1467.0,2507.0,1203.0,969.0,1521.0,21.0,42689.0,37973.0,47405.0,2847.0,2756.0,91.0,3.2,42689.0,77.0,265.2,240.7,86.8,80.1,6.9,5.067180298,2.497923103,0.088962631,4.753556275,3.39451884,11.93124176,0.0,8684.0,1667.0,9.0,12.0,6961.0,49.3,36.7,2555.0,9.9,690.0,11.6,810.0,13.8,959.0,3.7,254.0,6.0
2878.0,3034.0,2326.0,2823.0,2739.0,3680.0,3448.0,1867.0,976.0,23007.0,193.0,56.0,211.0,11.0,293.0,23771.0,57.0,180.0,0.5,0.0,0.0,839.0,5800.0,5863.0,4022.0,1933.0,8.2,68017.0,64243.0,71791.0,13933.0,13570.0,363.0,2.6,68017.0,111.9,264.9,238.3,94.6,86.4,7.9,12.43429354,7.523544921,0.543821454,12.47927125,13.39518107,37.60545796,0.0,23576.0,5649.0,49.0,55.0,18326.0,43.7,35.4,6487.0,7.1,1293.0,6.7,1220.0,9.8,1793.0,2.9,538.0,3.0
13850.0,16480.0,15923.0,14081.0,14123.0,18031.0,17866.0,10728.0,6857.0,119804.0,3532.0,912.0,871.0,67.0,2753.0,127939.0,0.0,6071.0,2.6,0.0,0.0,9985.0,32222.0,28129.0,19522.0,22426.0,18.3,45689.0,43556.0,47822.0,54993.0,52227.0,2766.0,5.0,45689.0,67.5,375.1,304.1,112.9,94.8,10.2,82.56173747,50.843648185499994,1.086769362,101.01981802750001,42.42328592,282.12788014,26.0,130846.0,33458.0,32.0,36.0,101942.0,46.5,34.4,35068.0,8.8,9013.0,10.1,10253.0,12.4,12684.0,3.5,3571.0,5.0
13688.0,15778.0,15629.0,14788.0,16566.0,19127.0,17668.0,12167.0,5938.0,123234.0,3999.0,553.0,1230.0,98.0,2235.0,131349.0,1057.5,2084.0,0.7,11.5,12.2,9996.0,31875.0,27833.0,22022.0,12816.0,9.9,57939.0,54424.0,61454.0,62275.0,60266.0,2009.0,3.2,57939.0,110.6,253.1,225.8,85.1,77.8,8.1,94.76847011599997,23.12670262,2.231183558,69.59352542,48.23236805,196.014326,16.0,127135.0,32770.0,42.0,47.0,104790.0,48.8,37.2,38982.0,8.6,9041.0,10.1,10575.0,12.5,13065.0,3.2,3383.0,3.0
4915.0,5739.0,4922.0,5299.0,5400.0,6548.0,6375.0,3729.0,2386.0,43991.0,445.0,168.0,175.0,15.0,519.0,45313.0,0.0,863.0,0.1,0.0,0.0,2902.0,12488.0,10691.0,6262.0,5740.0,12.9,53409.0,48576.0,58242.0,23066.0,21934.0,1132.0,4.9,53409.0,82.1,284.4,240.5,99.6,87.2,7.0,17.65065591,8.862670668,0.665055945,34.32328837,21.53074166,76.05110336,0.0,45960.0,12200.0,13.0,17.0,35669.0,45.1,33.2,11842.0,8.2,2923.0,9.4,3341.0,11.3,4045.0,3.3,1160.0,2.0
662.0,600.0,570.0,445.0,499.0,612.0,551.0,409.0,251.0,4514.0,6.0,15.0,14.0,0.0,50.0,4599.0,85.0,47.0,0.7,11.0,11.6,425.0,1386.0,801.0,342.0,764.0,16.9,39463.0,35407.0,43519.0,1977.0,1895.0,82.0,4.1,39463.0,72.5,273.1,236.3,86.6,79.0,7.0,2.565070778,0.499201659,0.091582861,2.860838378,2.053858253,8.156129355,0.0,4450.0,1136.0,25.0,29.0,3443.0,49.3,37.2,1281.0,9.7,334.0,11.3,391.0,13.2,453.0,3.6,122.0,5.0
110.0,133.0,77.0,125.0,92.0,117.0,119.0,90.0,40.0,865.0,4.0,9.0,2.0,0.0,23.0,903.0,0.0,0.0,0.0,0.0,0.0,51.0,157.0,210.0,149.0,70.0,7.8,67470.0,59965.0,74975.0,436.0,423.0,13.0,3.0,67470.0,111.3,224.8,199.9,72.9,66.5,6.2,0.311467782,0.183828914,0.016454308,0.341670718,0.302406901,1.06647827,0.0,889.0,255.0,43.0,48.0,683.0,47.3,35.0,239.0,8.9,61.0,8.3,57.0,12.6,86.0,3.3,23.0,6.0
12743.0,14003.0,13849.0,11875.0,11714.0,13423.0,12866.0,7448.0,4742.0,85398.0,12990.0,305.0,809.0,24.0,3137.0,102663.0,0.0,5863.0,0.0,0.0,0.0,7192.0,26653.0,22997.0,12347.0,13901.0,14.4,50301.0,46615.0,53987.0,47855.0,45708.0,2147.0,4.5,50301.0,89.6,292.7,248.6,93.7,83.7,8.3,53.03776322,19.63776098,1.703812894,69.43476669,47.47841497,200.083842,36.0,104157.0,24080.0,35.0,39.0,78996.0,47.2,36.7,28992.0,8.4,6669.0,9.6,7559.0,13.0,10254.0,3.3,2575.0,4.0
21730.0,23717.75,24401.25,22477.25,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,17011.0,1852.0,2484.75,197.0,4131.0,181812.5,1057.5,6384.75,3.9000000000000004,0.0,4.4,15267.5,40030.75,38646.25,29086.75,24997.75,9.0,71767.0,69837.0,73697.0,85069.0,81603.0,3427.25,3.5,71767.0,89.9,381.20000000000005,316.29999999999995,128.00000000000003,114.6,9.6,94.76847011599997,50.843648185499994,3.4371617547500004,101.01981802750001,83.312385686,282.12788014,36.0,180568.25,42689.25,21.0,25.0,141540.25,39.3,31.3,49477.5,6.2,11531.0,6.0,12551.0,9.4,17662.25,2.7,4699.25,3.0
4909.0,5511.0,5568.0,5902.0,6264.0,8278.0,9423.0,5996.0,2960.0,52568.0,527.0,260.0,685.0,12.0,759.0,54811.0,214.0,987.0,0.6,6.4,7.0,2427.0,13350.0,12208.0,13358.0,6233.0,11.6,52148.0,49062.0,55234.0,29407.0,28291.0,1116.0,3.8,52148.0,93.8,330.2,305.7,128.00000000000003,115.8,11.100000000000001,45.04775837,22.76959423,1.392385259,32.96676863,45.78490351,91.89742708,6.0,54468.0,16940.0,19.0,23.0,45447.0,41.9,30.7,13952.0,8.6,3913.0,8.4,3806.0,11.0,5000.0,3.3,1505.0,6.0
4645.0,5168.0,5313.0,5017.0,5374.0,7699.0,8415.0,6635.0,3557.0,43045.0,6797.0,214.0,764.0,22.0,981.0,51823.0,246.0,722.0,0.2,10.1,10.3,3579.0,12372.0,11291.0,11907.0,5300.0,10.4,59266.0,54849.0,63683.0,25525.0,23475.0,2050.0,8.0,59266.0,71.3,381.20000000000005,306.1,116.2,97.6,9.6,28.66992784,19.73362368,0.428805382,48.78090025,14.7080246,117.7671101,6.0,51559.0,17655.0,20.0,24.0,42920.0,45.9,36.4,15623.0,8.8,3783.0,8.6,3671.0,14.0,5992.0,3.6,1530.0,3.0
21730.0,23717.75,24401.25,22477.25,21871.0,24505.75,23178.5,14820.5,7633.25,158939.75,17011.0,1768.0,2484.75,197.0,4131.0,181812.5,0.0,6384.75,1.4,0.0,0.0,15267.5,40030.75,38646.25,29086.75,24997.75,16.7,49957.0,48141.0,51773.0,85069.0,81603.0,3427.25,3.5,49957.0,106.1,207.6,188.2,79.9,75.0,7.0,94.76847011599997,27.23121615,3.4371617547500004,101.01981802750001,83.312385686,282.12788014,36.0,180568.25,42689.25,3.0,5.0,141540.25,47.0,34.7,49477.5,7.6,11531.0,7.6,12551.0,12.8,17662.25,3.2,4699.25,3.0
9462.0,10170.0,9118.0,8905.0,9151.0,11223.0,11717.0,8405.0,4148.0,73911.0,5303.0,779.0,595.0,83.0,1628.0,82299.0,1057.5,1238.0,0.8,16.9,17.7,9317.0,19091.0,17861.0,10306.0,15718.0,19.4,43337.0,40135.0,46539.0,36389.0,35025.0,1364.0,3.7,43337.0,71.5,224.8,199.9,72.9,66.5,6.2,28.38702878,16.75408173,1.499637985,31.13971036,27.5612243,97.19833349,10.0,79687.0,22345.0,43.0,48.0,64575.0,54.5,38.0,24538.0,10.2,6615.0,10.4,6692.0,15.1,9719.0,3.9,2494.0,5.0
4770.0,5291.0,5556.0,6292.0,6404.0,6439.0,4990.0,3076.0,1595.0,40024.0,2816.0,162.0,641.0,12.0,758.0,44413.0,366.0,4828.0,1.0,7.0,8.0,4071.0,13026.0,8966.0,5317.0,4215.0,10.7,61645.0,56444.0,66846.0,20584.0,19806.0,778.0,3.8,61645.0,109.8,292.7,248.6,93.7,83.7,8.3,22.94464586,8.495484044,0.737085825,30.03814707,20.5396184,86.55819208,13.0,43732.0,8744.0,35.0,39.0,35296.0,46.7,33.6,11859.0,7.6,2669.0,9.0,3174.0,11.8,4152.0,2.9,1009.0,2.0
536.0,636.0,734.0,670.0,760.0,1288.0,1190.0,775.0,352.0,3040.0,3153.0,475.0,40.0,5.0,228.0,6941.0,0.0,0.0,0.3,0.0,0.0,1162.0,2099.0,1441.0,720.0,851.0,12.3,56872.0,50866.0,62878.0,3692.0,3547.0,145.0,3.9,56872.0,78.3,263.2,231.8,90.3,81.7,7.3,3.649089864,1.712904621,0.078229707,3.461664525,3.038735173,9.576619938,0.0,7022.0,2156.0,46.0,51.0,5889.0,51.1,38.7,2279.0,9.7,570.0,10.2,600.0,17.7,1043.0,4.3,254.0,2.0
600.0,631.0,848.0,820.0,720.0,817.0,880.0,517.0,363.0,5662.0,326.0,50.0,38.0,0.0,120.0,6196.0,0.0,978.0,0.0,0.0,0.0,400.0,1544.0,1675.0,925.0,622.0,11.9,50261.0,44755.0,55767.0,2722.0,2646.0,76.0,2.8,50261.0,86.4,227.6,206.5,88.0,80.5,6.8,3.494354981,1.77058669,0.295807151,2.564371347,3.807187005,8.114479625,0.0,6331.0,1772.0,16.0,20.0,5059.0,49.0,39.8,2013.0,8.2,416.0,8.2,413.0,12.7,643.0,3.2,164.0,6.0
