0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_death_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,county_pop2018_18_and_older,anycondition_prevalence,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
4067.0,3905.0,3900.0,3950.0,3875.0,4844.0,4851.0,2986.0,1677.0,31960.0,1081.0,109.0,225.0,9.0,671.0,34055.0,-188.0,1361.0,11.7,0.0,-5.6,-5.6,1913.0,10007.0,8682.0,3829.0,4758.0,14.6,21.5,18.2,48241.0,43887.0,52595.0,15996.0,15358.0,638.0,4.0,48241.0,80.3,218.2,193.1,84.8,77.9,6.9,6.5,20.73849902,9.203922824,1.273227307,13.78969914,23.31732382,44.09898309,10.0,34785.0,9123.0,40.0,15.0,19.0,26758.0,45.3,36.6,9793.0,8.3,2226.0,8.2,2200.0,11.9,3186.0,3.3,891.0,5.0
1010.0,1047.0,949.0,923.0,812.0,1088.0,1072.0,698.0,414.0,3098.0,4647.0,35.0,77.0,5.0,151.0,8013.0,-112.0,129.0,10.5,0.5,-11.2,-10.7,972.0,1728.0,1758.0,1195.0,1444.0,18.3,34.1,32.6,37327.0,33755.0,40899.0,3587.0,3430.0,157.0,4.4,37327.0,51.4,263.2,231.8,90.3,81.7,7.3,6.3,4.212672105,1.977453498,0.090311863,3.996299934,3.508051425,11.05567722,8.0,8334.0,2300.0,1738.0,46.0,51.0,6116.0,51.6,39.9,2440.0,9.1,555.0,9.7,594.0,17.0,1038.0,4.3,262.0,6.0
2769.0,3198.0,3075.0,2669.0,2543.0,2933.0,2751.0,1826.0,1131.0,20377.0,1242.0,211.0,207.0,264.0,594.0,22895.0,-29.0,1488.0,10.5,2.4,-2.8,-0.4,2423.0,5990.0,4065.0,2731.0,3188.0,14.8,20.0,18.5,43776.0,39870.0,47682.0,10732.0,10406.0,326.0,3.0,43776.0,80.5,273.1,236.3,86.6,79.0,7.0,6.3,12.76957936,2.485153724,0.455922939,14.24198623,10.22463246,40.60330106,7.0,23010.0,5380.0,154.0,25.0,29.0,17775.0,50.2,36.8,6541.0,8.6,1532.0,10.1,1801.0,12.8,2274.0,3.4,599.0,5.0
64844.0,66550.0,73538.0,66618.0,60052.0,69981.0,65090.0,40485.0,25173.0,389291.0,113780.0,1477.0,12584.0,374.0,14825.0,532331.0,662.0,15402.0,11.3,1.8,-1.4,0.3,36035.0,102039.0,125902.0,99765.0,87187.0,16.9,25.1,21.7,51071.0,49339.0,52803.0,250717.0,239367.0,11350.0,4.5,51071.0,90.9,292.7,248.6,93.7,83.7,8.3,7.1,275.0128628,101.8262562,8.834657292,360.0350544,246.1863779,1037.480219,196.0,531987.0,124285.0,50.0,35.0,39.0,414788.0,50.0,36.3,150568.0,8.4,34842.0,9.3,38375.0,13.5,55932.0,3.3,13765.0,3.0
1484.0,1560.0,2422.0,1678.0,1731.0,1891.0,1796.0,1183.0,565.0,9008.0,4700.0,151.0,117.0,4.0,330.0,14310.0,-79.0,2645.0,9.8,1.0,-7.5,-6.5,2418.0,4460.0,2312.0,943.0,3209.0,27.6,35.9,36.1,36299.0,32335.0,40263.0,4296.0,4114.0,182.0,4.2,36299.0,65.5,265.2,240.7,86.8,80.1,6.9,6.0,8.304094144,4.093595924,0.145791944,7.790127152,5.562936854,19.55291682,0.0,14238.0,3247.0,306.0,9.0,12.0,11603.0,48.2,34.6,4015.0,10.4,1202.0,11.9,1377.0,15.5,1798.0,4.1,470.0,6.0
28964.0,33229.0,37940.0,38891.0,36775.0,42584.0,38984.0,23077.0,13113.0,270641.0,9161.0,1051.0,6683.0,99.0,5922.0,293557.0,1213.0,9175.0,9.1,1.1,2.6,3.7,10387.0,46659.0,54577.0,97804.0,23332.0,8.2,8.0,7.3,71586.0,68598.0,74574.0,165409.0,160973.0,4436.0,2.7,71586.0,128.8,330.2,305.7,128.9,119.7,12.1,11.7,241.2669866,121.9494951,7.457343224,176.5635675,245.2149919,492.1846528,72.0,289173.0,68027.0,493.0,19.0,23.0,238761.0,33.8,24.9,59451.0,6.6,15713.0,6.2,14906.0,8.7,20862.0,2.7,6411.0,3.0
16763.0,19833.0,18341.0,17155.0,19726.0,25335.0,22264.0,13082.0,6838.0,149717.0,4059.0,884.0,1086.0,45.0,3546.0,159337.0,124.0,1999.0,10.8,0.3,1.8,2.2,10689.0,38628.0,42500.0,20564.0,21745.0,13.8,19.6,17.3,56557.0,53834.0,59280.0,75778.0,72183.0,3595.0,4.7,56557.0,99.9,287.0,249.7,97.8,87.6,7.9,6.7,70.45573517,60.30182039,2.295390467,118.1966688,96.00789432,323.6341156,23.0,159761.0,38914.0,57.0,22.0,26.0,126206.0,49.0,36.3,45813.0,8.7,10979.0,9.9,12530.0,11.7,14753.0,3.3,4106.0,2.0
4768.0,5108.0,4818.0,4293.0,4482.0,5415.0,4659.0,3008.0,1795.0,36899.0,423.0,168.0,322.0,19.0,515.0,38346.0,-51.0,1176.0,10.0,1.0,-4.0,-3.0,2718.0,10707.0,7793.0,4687.0,4006.0,10.8,15.5,14.7,53700.0,49218.0,58182.0,19157.0,18575.0,582.0,3.0,53700.0,96.4,230.8,212.0,80.3,74.4,6.5,6.1,19.78648415,4.842044341,0.756390359,15.0762351,19.04155425,49.88738229,5.0,38288.0,8814.0,50.0,14.0,18.0,29563.0,47.3,36.1,10672.0,8.0,2365.0,10.0,2943.0,12.4,3675.0,3.1,921.0,5.0
19990.0,23046.0,23425.0,24565.0,24615.0,32084.0,30427.0,18042.0,10035.0,197016.0,2035.0,771.0,2810.0,67.0,3530.0,206229.0,1716.0,3613.0,9.9,0.0,9.0,9.0,10385.0,45404.0,46095.0,46567.0,18133.0,9.0,10.5,9.2,65984.0,62288.0,69680.0,113999.0,110544.0,3455.0,3.0,65984.0,118.7,330.2,305.7,128.9,119.7,12.1,11.7,169.494338,85.67168359,5.238915903,124.0390383,172.2678817,345.7684496,14.0,201454.0,52544.0,803.0,19.0,23.0,167664.0,40.7,29.4,49293.0,7.7,12908.0,7.4,12345.0,9.9,16597.0,3.0,4967.0,3.0
1973.0,2072.0,1646.0,1785.0,1624.0,1898.0,1808.0,1082.0,829.0,14394.0,89.0,38.0,46.0,5.0,145.0,14717.0,14.0,395.0,9.8,0.1,-2.9,-2.8,1454.0,3284.0,3222.0,1930.0,1373.0,9.6,13.4,12.6,59901.0,53585.0,66217.0,7524.0,7235.0,289.0,3.8,59901.0,92.1,284.4,240.5,99.6,87.2,7.0,5.8,5.732675017,2.878465876,0.216000449,11.14770231,6.992870149,24.70028663,0.0,14711.0,3592.0,520.0,13.0,17.0,10978.0,46.3,32.5,3568.0,8.0,874.0,9.2,1012.0,10.8,1183.0,3.2,347.0,6.0
1345.0,1440.0,1973.0,1768.0,1544.0,1859.0,1748.0,1050.0,416.0,4781.0,7923.0,75.0,196.0,18.0,150.0,13143.0,-108.0,1939.0,13.3,0.4,-4.9,-4.5,2604.0,3259.0,2874.0,820.0,3417.0,30.5,39.2,38.6,32868.0,29417.0,36319.0,4731.0,4436.0,295.0,6.2,32868.0,56.1,228.7,202.9,79.1,71.9,7.0,6.1,6.015846323,4.156743659,0.181162558,6.219498026,4.261693003,15.97728822,0.0,13675.0,2925.0,43.0,10.0,13.0,10681.0,54.7,37.9,4048.0,9.6,1028.0,11.1,1190.0,19.4,2068.0,4.4,474.0,6.0
4791.0,5040.0,4855.0,4775.0,4515.0,6065.0,6229.0,3644.0,2733.0,40429.0,820.0,151.0,464.0,63.0,720.0,42647.0,-350.0,1184.0,11.7,0.4,-6.9,-6.6,2118.0,9449.0,12138.0,6942.0,4316.0,10.4,13.3,12.3,51939.0,48171.0,55707.0,23298.0,22691.0,607.0,2.6,51939.0,86.5,218.2,193.1,84.8,77.9,6.9,6.5,25.97077574,11.52605188,1.594459697,17.26880926,29.20023225,55.22505747,18.0,43134.0,12003.0,588.0,15.0,19.0,33828.0,45.8,36.3,12280.0,7.8,2652.0,7.3,2468.0,10.8,3651.0,3.2,1093.0,5.0
17220.0,18032.0,18501.0,19360.0,18498.0,24629.0,24157.0,14580.0,9765.0,149422.0,10519.0,291.0,949.0,63.0,3498.0,164742.0,-961.0,3173.0,12.7,0.1,-2.8,-2.7,8333.0,46493.0,38007.0,28795.0,18061.0,11.2,16.3,15.7,54823.0,51263.0,58383.0,84057.0,80234.0,3823.0,4.5,54823.0,90.0,320.5,273.3,100.8,88.2,8.7,7.2,90.08220669,72.92246605,2.559811385,133.4703665,92.66774482,344.3139264,20.0,168161.0,45796.0,1319.0,38.0,42.0,132754.0,44.3,33.8,44871.0,7.9,10491.0,8.3,11004.0,11.5,15255.0,3.2,4264.0,2.0
5890.0,5903.0,5717.0,5747.0,5729.0,6604.0,5693.0,3121.0,1447.0,42333.0,2339.0,103.0,247.0,29.0,800.0,45851.0,239.0,496.0,9.1,-0.1,2.3,2.3,3290.0,11805.0,10161.0,5236.0,5530.0,12.2,16.4,14.5,55602.0,50466.0,60738.0,22711.0,21726.0,985.0,4.3,55602.0,110.8,230.9,214.6,77.3,72.9,8.3,7.6,30.10625141,10.11750644,1.077422085,20.26579636,19.49620916,66.24606649,4.0,45131.0,9073.0,732.0,17.0,21.0,35037.0,52.2,36.9,12929.0,8.5,2989.0,10.4,3659.0,12.8,4483.0,3.0,1054.0,5.0
13198.0,10807.0,14945.0,14143.0,9978.0,11740.0,10398.0,5934.0,3489.0,38162.0,51506.0,488.0,1449.0,149.0,2878.0,94632.0,-61.0,3057.0,11.0,1.1,-4.9,-3.9,7923.0,18923.0,23158.0,13518.0,17540.0,19.2,29.1,26.5,47343.0,44163.0,50523.0,44095.0,42303.0,1792.0,4.1,47343.0,65.2,263.2,231.8,90.3,81.7,7.3,6.3,49.7508532,23.35334824,1.066565857,47.19553916,41.4294175,130.565437,22.0,95536.0,19091.0,1749.0,46.0,51.0,72580.0,53.0,42.9,31137.0,7.1,5144.0,7.8,5648.0,14.0,10189.0,3.4,2494.0,2.0
715.0,867.0,624.0,710.0,675.0,794.0,814.0,516.0,290.0,5688.0,53.0,106.0,28.0,3.0,127.0,6005.0,-5.0,25.0,11.5,0.2,2.7,2.8,258.0,1160.0,1389.0,1225.0,536.0,8.9,12.2,10.6,64799.0,58601.0,70997.0,3040.0,2954.0,86.0,2.8,64799.0,106.9,224.8,199.9,72.9,66.5,6.2,5.4,2.071277996,1.222472458,0.10942206,2.272129196,2.011022636,7.092139547,0.0,6033.0,1413.0,1523.0,43.0,48.0,4557.0,44.6,33.0,1504.0,7.8,355.0,7.2,326.0,11.3,515.0,3.0,138.0,3.0
57699.0,66412.0,61819.0,68530.0,62584.0,57814.0,51065.0,29795.0,14248.0,431733.0,6299.0,3762.0,13198.0,1084.0,13890.0,469966.0,13081.0,11074.0,6.5,1.6,22.2,23.9,14497.0,68554.0,102595.0,112640.0,44434.0,9.7,10.2,8.9,66827.0,64180.0,69474.0,244525.0,238510.0,6015.0,2.5,66827.0,120.4,192.6,181.6,73.9,68.9,5.8,5.5,184.320564,165.5670183,12.05585085,104.2161329,247.0109884,373.7313762,105.0,435117.0,80856.0,451.0,12.0,16.0,358229.0,33.0,25.0,89557.0,5.7,20591.0,5.5,19566.0,8.6,30933.0,2.6,9295.0,3.0
1036.0,904.0,667.0,789.0,755.0,1092.0,1237.0,655.0,315.0,7185.0,88.0,76.0,18.0,2.0,81.0,7450.0,26.0,34.0,9.3,3.0,-4.2,-1.2,348.0,1486.0,2145.0,1148.0,604.0,8.2,12.3,12.2,64053.0,57031.0,71075.0,3696.0,3577.0,119.0,3.2,64053.0,102.9,207.9,199.6,79.8,76.2,10.6,10.4,3.688010288,2.07611768,0.373959085,1.702158595,4.848572967,7.014956633,0.0,7347.0,1964.0,1360.0,50.0,56.0,5639.0,40.3,30.2,1703.0,7.7,435.0,7.8,439.0,10.1,570.0,3.1,174.0,6.0
7762.0,8444.0,8162.0,7520.0,7909.0,8962.0,8503.0,5335.0,3339.0,59688.0,3326.0,241.0,689.0,65.0,1927.0,65936.0,-242.0,2705.0,13.3,0.6,-1.7,-1.1,6050.0,17383.0,13946.0,8312.0,10094.0,16.0,23.3,21.3,45130.0,42284.0,47976.0,31319.0,30193.0,1126.0,3.6,45130.0,81.0,230.8,212.0,80.3,74.4,6.5,6.1,34.02288685,8.325901937,1.300614267,25.9236071,32.74197886,85.78142279,30.0,66972.0,16958.0,439.0,14.0,18.0,51461.0,47.1,36.2,18629.0,8.7,4488.0,10.9,5618.0,14.0,7209.0,3.5,1780.0,5.0
1386.0,1816.0,1382.0,1450.0,1727.0,2564.0,2145.0,1356.0,697.0,13165.0,691.0,85.0,214.0,11.0,357.0,14523.0,74.0,180.0,10.3,-0.1,6.5,6.4,1156.0,2953.0,2813.0,3281.0,934.0,6.5,8.0,7.0,84021.0,75479.0,92563.0,7545.0,7329.0,216.0,2.9,84021.0,115.7,263.2,231.8,90.3,81.7,7.3,6.3,7.635172468,3.583995651,0.163683912,7.243013096,6.358096948,20.03763887,0.0,14331.0,3666.0,12.0,46.0,51.0,11635.0,41.6,30.7,3572.0,8.0,936.0,8.3,960.0,11.8,1370.0,3.2,374.0,2.0
5225.0,5713.0,4940.0,4841.0,5078.0,5889.0,5631.0,3087.0,1872.0,40942.0,360.0,190.0,188.0,22.0,574.0,42276.0,11.0,392.0,10.6,0.7,-1.0,-0.2,2527.0,11842.0,9327.0,4911.0,3303.0,7.9,10.4,9.1,62800.0,59009.0,66591.0,22228.0,21247.0,981.0,4.4,62800.0,111.8,292.7,248.6,93.7,83.7,8.3,7.1,21.84062883,8.086710726,0.701619804,28.59281529,19.55132298,82.39331116,7.0,42296.0,9768.0,128.0,35.0,39.0,32341.0,47.5,37.6,12160.0,8.1,2615.0,9.2,2985.0,12.2,3930.0,3.0,981.0,3.0
15054.0,16184.0,16290.0,16008.0,16430.0,17440.0,15992.0,10511.0,5732.0,114489.0,11091.0,533.0,799.0,78.0,2651.0,129641.0,181.0,6175.0,11.2,0.2,1.2,1.4,10755.0,35132.0,27988.0,16174.0,20908.0,17.0,24.7,21.3,49522.0,46902.0,52142.0,59431.0,57126.0,2305.0,3.9,49522.0,88.9,230.8,212.0,80.3,74.4,6.5,6.1,66.89458071,16.37008998,2.557221157,50.97006715,64.37610533,168.660359,21.0,129641.0,30680.0,44.0,14.0,18.0,101603.0,53.7,40.3,40946.0,8.6,8730.0,10.7,10899.0,14.6,14871.0,3.4,3420.0,2.0
11734.0,12596.0,10320.0,10632.0,10697.0,11860.0,10790.0,5795.0,2552.0,76112.0,6416.0,1715.0,809.0,125.0,1799.0,86976.0,2167.0,2348.0,8.3,0.0,20.4,20.3,10334.0,15984.0,17027.0,11083.0,10673.0,12.6,19.2,18.5,61883.0,56005.0,67761.0,41491.0,40096.0,1395.0,3.4,61883.0,102.1,224.8,199.9,72.9,66.5,6.2,5.4,30.00024563,17.70620558,1.584861461,32.90936036,29.12751121,102.7220532,0.0,80306.0,16787.0,1507.0,43.0,48.0,64859.0,53.4,40.4,26203.0,7.9,5150.0,7.8,5090.0,13.4,8714.0,3.2,2104.0,2.0
3505.0,3982.0,3709.0,3464.0,4068.0,4592.0,5054.0,3214.0,1602.0,20171.0,11342.0,1004.0,116.0,13.0,544.0,33190.0,-278.0,322.0,14.0,0.4,-4.4,-4.0,4798.0,8075.0,7640.0,3636.0,9542.0,29.1,44.2,41.8,36976.0,33064.0,40888.0,14418.0,13659.0,759.0,5.3,36976.0,68.6,255.0,223.5,86.2,78.1,7.1,6.2,15.0773266,13.55904588,0.357994611,16.15770319,12.86223494,47.87858281,4.0,34130.0,9534.0,1194.0,33.0,37.0,26408.0,56.7,41.0,10827.0,10.8,2840.0,11.6,3072.0,18.0,4763.0,4.5,1190.0,6.0
1143.0,876.0,734.0,725.0,800.0,894.0,973.0,604.0,631.0,7103.0,73.0,102.0,19.0,2.0,81.0,7380.0,4.0,832.0,12.5,4.9,-7.9,-3.0,616.0,1648.0,1455.0,1274.0,784.0,11.5,17.1,18.3,54434.0,49283.0,59585.0,3580.0,3478.0,102.0,2.8,54434.0,95.4,240.4,219.1,92.8,84.8,9.2,8.6,3.956700879,3.379507728,0.476811734,2.835775049,4.525528912,8.013783176,0.0,7277.0,2187.0,1454.0,41.0,46.0,5500.0,41.9,30.8,1694.0,8.8,485.0,6.8,373.0,10.9,598.0,3.4,187.0,6.0
4211.0,8168.0,16703.0,5258.0,4026.0,4108.0,3840.0,2224.0,1253.0,41765.0,1203.0,435.0,4177.0,139.0,2072.0,49791.0,447.0,6332.0,5.0,9.4,-4.0,5.4,1133.0,3832.0,7065.0,11811.0,11053.0,25.4,11.9,11.0,45389.0,41455.0,49323.0,23685.0,22660.0,1025.0,4.3,45389.0,61.3,278.8,246.3,100.6,91.7,6.9,6.1,20.06680923,12.60700428,0.607884902,24.76470233,29.18508276,73.45496153,6.0,47794.0,6710.0,1777.0,47.0,53.0,42338.0,30.1,24.9,10542.0,4.8,2014.0,4.8,2052.0,6.9,2924.0,2.2,934.0,5.0
7327.0,7563.0,6178.0,4940.0,4733.0,4835.0,4249.0,2486.0,1581.0,43281.0,194.0,41.0,92.0,19.0,265.0,43892.0,5.0,765.0,7.6,0.1,-8.7,-8.6,10761.0,8426.0,3934.0,2253.0,4054.0,9.4,12.6,11.8,60828.0,56741.0,64915.0,20592.0,19919.0,673.0,3.3,60828.0,108.3,292.7,248.6,93.7,83.7,8.3,7.1,22.67548682,8.395825224,0.728439219,29.68577559,20.29867225,85.54279528,4.0,43808.0,7689.0,312.0,35.0,39.0,30256.0,42.7,31.5,9531.0,8.6,2593.0,11.4,3459.0,11.8,3558.0,3.1,937.0,6.0
3373.0,3625.0,3688.0,3397.0,3762.0,4835.0,4378.0,3027.0,1581.0,24394.0,6043.0,288.0,174.0,14.0,753.0,31666.0,-197.0,1393.0,12.1,0.5,-4.3,-3.8,3348.0,8062.0,6842.0,4342.0,3969.0,13.0,18.5,17.1,50580.0,45450.0,55710.0,14984.0,14496.0,488.0,3.3,50580.0,69.7,263.2,231.8,90.3,81.7,7.3,6.3,16.64775676,7.814556655,0.356896974,15.79269109,13.86321682,43.69013787,0.0,31819.0,8552.0,1685.0,46.0,51.0,25459.0,47.2,32.8,8351.0,8.8,2242.0,9.4,2400.0,14.2,3607.0,3.6,926.0,3.0
15628.0,15737.0,16192.0,16212.0,14944.0,16181.0,16686.0,10565.0,5190.0,117928.0,999.0,2120.0,1508.0,285.0,4495.0,127335.0,2358.0,1084.0,10.3,0.2,16.6,16.8,8586.0,25544.0,34350.0,16618.0,15989.0,12.7,16.3,15.3,54292.0,50555.0,58029.0,58551.0,55780.0,2771.0,4.7,54292.0,85.9,303.4,271.5,109.4,101.0,9.2,8.3,63.838978,35.18588126,1.8534877,78.05917871,60.10161755,187.2326428,11.0,121074.0,29548.0,600.0,37.0,41.0,98656.0,45.2,34.2,33740.0,8.0,7924.0,8.7,8607.0,11.3,11177.0,3.3,3223.0,4.0
5008.0,6026.0,5640.0,5349.0,6579.0,8032.0,8139.0,5551.0,2816.0,50109.0,1426.0,242.0,344.0,32.0,987.0,53140.0,208.0,646.0,13.6,-0.2,9.2,9.0,4608.0,14447.0,12303.0,7579.0,7779.0,14.8,22.0,21.2,54440.0,50849.0,58031.0,23153.0,22201.0,952.0,4.1,54440.0,104.0,253.1,225.8,85.1,77.8,8.1,7.4,45.11791268,9.356393861,0.902672226,28.15552414,19.51341874,79.30171743,6.0,52926.0,15778.0,1494.0,42.0,47.0,43159.0,50.2,34.7,14976.0,10.0,4305.0,11.5,4943.0,14.2,6126.0,3.6,1556.0,3.0
450.0,517.0,981.0,887.0,874.0,743.0,699.0,460.0,271.0,5008.0,464.0,205.0,83.0,7.0,115.0,5882.0,25.0,1950.0,8.5,0.3,6.1,6.5,646.0,2208.0,1120.0,565.0,1353.0,33.9,30.4,28.9,37659.0,33531.0,41787.0,2017.0,1953.0,64.0,3.2,37659.0,52.3,285.7,262.5,95.4,88.9,7.8,7.1,2.989763613,2.320552275,0.091913285,2.584932063,2.812133443,7.527594809,0.0,5806.0,1296.0,227.0,5.0,8.0,5005.0,40.2,29.1,1456.0,8.0,402.0,7.6,383.0,11.9,594.0,3.5,176.0,6.0
8978.0,16258.0,29102.0,10408.0,8407.0,8568.0,8544.0,4687.0,3153.0,84656.0,2886.0,263.0,8412.0,26.0,1862.0,98105.0,845.0,11339.0,5.4,8.6,-3.8,4.8,1474.0,9002.0,14101.0,25714.0,16410.0,18.9,8.3,6.6,57464.0,53254.0,61674.0,57756.0,56840.0,916.0,1.6,57464.0,95.7,218.2,193.1,84.8,77.9,6.9,6.5,59.74307581,26.51448682,3.66788915,39.72510452,67.17210553,127.0395166,14.0,95888.0,14980.0,618.0,15.0,19.0,81860.0,34.5,28.4,23248.0,4.8,3935.0,4.6,3797.0,7.3,5999.0,2.1,1752.0,4.0
715.0,761.0,721.0,708.0,775.0,949.0,1040.0,584.0,296.0,6368.0,35.0,26.0,13.0,3.0,104.0,6549.0,-35.0,149.0,14.8,0.2,-0.8,-0.6,1134.0,2039.0,1059.0,551.0,1912.0,29.9,41.1,39.6,30691.0,27384.0,33998.0,2031.0,1928.0,103.0,5.1,30691.0,58.6,253.1,225.8,85.1,77.8,8.1,7.4,5.560353973,1.153086628,0.111245774,3.469900783,2.40484342,9.773183053,0.0,6605.0,1714.0,389.0,42.0,47.0,5187.0,55.0,38.0,1971.0,11.8,610.0,14.8,767.0,16.5,857.0,4.1,214.0,6.0
1248.0,1407.0,1692.0,1639.0,1666.0,2247.0,2523.0,1634.0,1040.0,13754.0,590.0,442.0,56.0,8.0,246.0,15096.0,-242.0,1313.0,14.2,0.2,-9.9,-9.7,787.0,4432.0,4235.0,2330.0,2404.0,17.5,26.8,24.3,39934.0,36571.0,43297.0,6207.0,5890.0,317.0,5.1,39934.0,70.5,287.0,249.7,97.8,87.6,7.9,6.7,6.675158802,5.713150622,0.217471237,11.19825849,9.096036531,30.6619342,5.0,15577.0,5016.0,848.0,22.0,26.0,12737.0,51.6,36.2,4611.0,10.7,1366.0,11.3,1438.0,13.9,1772.0,3.9,495.0,6.0
10874.0,11410.0,10206.0,11016.0,11147.0,12883.0,10351.0,6937.0,3531.0,80132.0,4068.0,419.0,1585.0,70.0,2081.0,88355.0,1856.0,1176.0,8.1,1.8,16.1,17.9,6654.0,19089.0,16374.0,16432.0,6107.0,7.0,9.8,9.3,77684.0,71810.0,83558.0,46803.0,45591.0,1212.0,2.6,77684.0,107.0,263.2,231.8,90.3,81.7,7.3,6.3,46.45084785,21.80430598,0.995819874,44.06502941,38.68137821,121.9049495,0.0,83784.0,17641.0,812.0,46.0,51.0,67969.0,44.2,32.4,22022.0,7.0,4757.0,7.3,4991.0,10.4,7079.0,2.8,1908.0,4.0
1972.0,2099.0,1803.0,1955.0,1928.0,2539.0,2638.0,1780.0,1130.0,17386.0,109.0,69.0,76.0,16.0,188.0,17844.0,-129.0,223.0,11.3,0.3,-6.0,-5.7,893.0,4963.0,4411.0,2773.0,1955.0,11.1,16.8,14.2,53553.0,48567.0,58539.0,8469.0,8069.0,400.0,4.7,53553.0,82.3,284.4,240.5,99.6,87.2,7.0,5.8,6.950727254,3.490068974,0.261895224,13.51631447,8.478682812,29.94848914,0.0,18264.0,5387.0,389.0,13.0,17.0,14110.0,46.2,31.7,4473.0,8.9,1252.0,9.5,1340.0,11.8,1663.0,3.4,486.0,5.0
13179.0,14940.0,14432.0,13950.0,15020.0,21158.0,26407.0,23797.0,14530.0,136812.0,14926.0,688.0,2484.0,79.0,2424.0,157413.0,3099.0,1327.0,13.4,2.5,22.7,25.2,13034.0,34393.0,35433.0,32781.0,16775.0,10.7,17.9,16.8,58228.0,54158.0,62298.0,65104.0,62318.0,2786.0,4.3,58228.0,105.0,265.2,240.7,86.8,80.1,6.9,6.0,91.34677648,45.03041336,1.60374195,85.69303182,61.19347162,215.0861841,40.0,147981.0,57277.0,313.0,9.0,12.0,132194.0,41.7,27.7,36618.0,11.0,14559.0,10.7,14194.0,14.2,18745.0,4.1,5424.0,4.0
1407.0,1702.0,1697.0,1582.0,1492.0,1915.0,2321.0,1595.0,792.0,13097.0,318.0,533.0,175.0,19.0,361.0,14503.0,272.0,862.0,10.9,0.8,20.0,20.7,1270.0,2998.0,4101.0,2053.0,2626.0,19.2,26.6,25.7,41485.0,37755.0,45215.0,6572.0,6261.0,311.0,4.7,41485.0,57.7,285.7,262.5,95.4,88.9,7.8,7.1,7.371734388,5.721688142,0.226626722,6.373558264,6.93375915,18.56047391,0.0,14151.0,4307.0,255.0,5.0,8.0,11776.0,41.4,28.7,3380.0,8.5,1003.0,7.5,886.0,12.9,1513.0,3.9,459.0,6.0
9123.0,7684.0,12282.0,10338.0,7763.0,10108.0,13310.0,9658.0,4194.0,72143.0,2649.0,912.0,4282.0,429.0,4045.0,84460.0,1175.0,1941.0,8.8,-0.7,11.7,11.1,2793.0,13304.0,23729.0,19576.0,6219.0,7.5,9.7,9.7,65987.0,61408.0,70566.0,34628.0,32818.0,1810.0,5.2,65987.0,89.1,278.8,246.3,100.6,91.7,6.9,6.1,34.03913774,21.38514152,1.031149382,42.00812916,49.50637846,124.600953,6.0,80323.0,24585.0,1763.0,47.0,53.0,69141.0,37.5,29.6,20466.0,7.2,4979.0,6.2,4297.0,10.3,7109.0,3.1,2121.0,5.0
23775.0,25574.0,20687.0,20407.0,17793.0,16527.0,20787.0,16997.0,9153.0,160244.0,1559.0,2890.0,1681.0,1621.0,3705.0,171700.0,5841.0,2237.0,7.9,0.4,28.4,28.8,7654.0,23856.0,42537.0,28437.0,16435.0,9.7,11.7,11.1,57069.0,54060.0,60078.0,73929.0,71412.0,2517.0,3.4,57069.0,79.9,216.2,199.9,65.3,62.2,5.8,5.4,65.55995451,43.34452668,2.933088271,52.74127243,57.14090484,200.7535972,32.0,155577.0,40002.0,64.0,44.0,49.0,126892.0,37.0,27.2,34515.0,7.2,9192.0,6.3,8001.0,10.8,13741.0,3.3,4197.0,4.0
